"","RNAi.well","ORF","GeneID","public.name","gene.other.ids","Nonv","Vpep","Simmer"
"11028@B09","GHR-11028@B09","K12H6.7","WBGene00019687",NA,"K12H6.7, CELE_K12H6.7",NA,NA,NA
"11028@B10","GHR-11028@B10","T15H9.3","WBGene00001952","hlh-6","T15H9.3, hlh-6, CELE_T15H9.3",NA,NA,NA
"11028@B12","GHR-11028@B12","F58A6.1","WBGene00019022",NA,"F58A6.1, CELE_F58A6.1",NA,NA,NA
"11028@C01","GHR-11028@C01","ZK546.11","WBGene00001778","gst-30","ZK546.11, gst-30, CELE_ZK546.11",NA,NA,NA
"11028@C02","GHR-11028@C02","C16C8.4","WBGene00015842",NA,"C16C8.4, CELE_C16C8.4",NA,NA,NA
"11028@C03","GHR-11028@C03","D2013.6","WBGene00008404",NA,"D2013.6, CELE_D2013.6",NA,NA,NA
"11028@C04","GHR-11028@C04","Y48C3A.14","WBGene00012995",NA,"Y48C3A.14, CELE_Y48C3A.14",NA,NA,NA
"11028@C05","GHR-11028@C05","R05F9.9","WBGene00019892",NA,"R05F9.9, CELE_R05F9.9",NA,NA,NA
"11028@C06","GHR-11028@C06","Y38E10A.3","WBGene00012581",NA,"Y38E10A.3, CELE_Y38E10A.3",NA,NA,NA
"11028@C07","GHR-11028@C07","W01C9.1","WBGene00012175",NA,"W01C9.1, CELE_W01C9.1",NA,NA,NA
"11028@C08","GHR-11028@C08","C24H12.6","WBGene00016075",NA,"C24H12.6, CELE_C24H12.6",NA,NA,NA
"11028@C09","GHR-11028@C09","Y17G7B.3","WBGene00012459",NA,"Y17G7B.3, CELE_Y17G7B.3",NA,NA,NA
"11028@C10","GHR-11028@C10","F15A4.2","WBGene00008838",NA,"F15A4.2, CELE_F15A4.2",NA,NA,NA
"11028@C11","GHR-11028@C11","Y17G7B.12","WBGene00012465",NA,"Y17G7B.12, CELE_Y17G7B.12",NA,NA,NA
"11028@C12","GHR-11028@C12","T23F4.3","WBGene00020741","dlhd-1","T23F4.3, dlhd-1, CELE_T23F4.3",NA,NA,NA
"11028@D01","GHR-11028@D01","R53.6","WBGene00011275","psf-1","R53.6, psf-1, CELE_R53.6",NA,NA,NA
"11028@D02","GHR-11028@D02","C07E3.6","WBGene00007417","ceh-58","C07E3.6, ceh-58, CELE_C07E3.6",NA,NA,NA
"11028@D03","GHR-11028@D03","EEED8.8","WBGene00003583","ndx-6","EEED8.8, ndx-6, CELE_EEED8.8",NA,NA,NA
"11028@D04","GHR-11028@D04","Y53F4B.11","WBGene00013158",NA,"Y53F4B.11, CELE_Y53F4B.11",NA,NA,NA
"11028@D05","GHR-11028@D05","R05H5.5","WBGene00011040",NA,"R05H5.5, CELE_R05H5.5",NA,NA,NA
"11028@D06","GHR-11028@D06","ZK945.7","WBGene00014169",NA,"ZK945.7, CELE_ZK945.7",NA,NA,NA
"11028@D07","GHR-11028@D07","Y57A10A.10","WBGene00013255",NA,"Y57A10A.10, CELE_Y57A10A.10",NA,NA,NA
"11028@D08","GHR-11028@D08","K01C8.6","WBGene00010458","mrpl-10","K01C8.6, mrpl-10, CELE_K01C8.6",NA,NA,NA
"11028@D09","GHR-11028@D09","Y53F4B.19","WBGene00013165",NA,"Y53F4B.19, CELE_Y53F4B.19",NA,NA,NA
"11028@D10","GHR-11028@D10","F45D11.9","WBGene00018455","fbxc-42","F45D11.9, fbxc-42, CELE_F45D11.9",NA,NA,NA
"11028@D11","GHR-11028@D11","F10C1.5","WBGene00017326","dmd-5","F10C1.5, dmd-5, CELE_F10C1.5",NA,NA,NA
"11028@D12","GHR-11028@D12","F33A8.9","WBGene00000658","col-83","F33A8.9, col-83, CELE_F33A8.9",NA,NA,NA
"11028@E01","GHR-11028@E01","ZK669.3","WBGene00014053",NA,"ZK669.3, CELE_ZK669.3",NA,NA,NA
"11028@E02","GHR-11028@E02","W09G10.3","WBGene00021116","ncs-6","W09G10.3, ncs-6, CELE_W09G10.3",NA,NA,NA
"11028@E03","GHR-11028@E03","F45E12.1","WBGene00018474","cnep-1","F45E12.1, cnep-1, scpl-2, CELE_F45E12.1",NA,NA,NA
"11028@E04","GHR-11028@E04","Y38F1A.1","WBGene00012605",NA,"Y38F1A.1, CELE_Y38F1A.1",NA,NA,NA
"11028@E05","GHR-11028@E05","T24H10.7","WBGene00012005","jun-1","T24H10.7, jun-1, CELE_T24H10.7",NA,NA,NA
"11028@E06","GHR-11028@E06","Y38E10A.10","WBGene00012588","lips-16","Y38E10A.10, lips-16, CELE_Y38E10A.10",NA,NA,NA
"11028@E07","GHR-11028@E07","D1022.3","WBGene00017022",NA,"D1022.3, CELE_D1022.3",NA,NA,NA
"11028@E08","GHR-11028@E08","D2013.10","WBGene00006520","tag-175","D2013.10, tag-175, CELE_D2013.10",NA,NA,NA
"11028@E09","GHR-11028@E09","F40H7.8","WBGene00005996","srx-105","F40H7.8, srx-105, CELE_F40H7.8",NA,NA,NA
"11028@E10","GHR-11028@E10","K10G6.2","WBGene00019640","dos-2","K10G6.2, dos-2, CELE_K10G6.2",NA,NA,NA
"11028@E11","GHR-11028@E11","F11G11.12","WBGene00000649","col-73","F11G11.12, col-73, CELE_F11G11.12",NA,NA,NA
"11028@E12","GHR-11028@E12","C32B5.4","WBGene00016297","fbxc-15","C32B5.4, fbxc-15, CELE_C32B5.4",NA,NA,NA
"11028@F01","GHR-11028@F01","F35D11.9","WBGene00018049","clec-138","F35D11.9, clec-138, CELE_F35D11.9",NA,NA,NA
"11028@F02","GHR-11028@F02","ZK1320.1","WBGene00014251","gstk-1","ZK1320.1, gstk-1, CELE_ZK1320.1",NA,NA,NA
"11028@F03","GHR-11028@F03","T24E12.4","WBGene00006002","srx-111","T24E12.4, srx-111, CELE_T24E12.4",NA,NA,NA
"11028@F04","GHR-11028@F04","F13H8.4","WBGene00017437","nmgp-1","F13H8.4, nmgp-1, CELE_F13H8.4",NA,NA,NA
"11028@F05","GHR-11028@F05","D1022.4","WBGene00017023",NA,"D1022.4, CELE_D1022.4",NA,NA,NA
"11028@F06","GHR-11028@F06","R05H10.3","WBGene00011044",NA,"R05H10.3, CELE_R05H10.3",NA,NA,NA
"11028@F07","GHR-11028@F07","F26C11.2","WBGene00006744","unc-4","F26C11.2, unc-4, ceh-4, CELE_F26C11.2",NA,"Unc","Unc"
"11028@F08","GHR-11028@F08","E02H1.5","WBGene00008457",NA,"E02H1.5, CELE_E02H1.5",NA,NA,NA
"11028@F09","GHR-11028@F09","B0491.7","WBGene00007194",NA,"B0491.7, CELE_B0491.7",NA,NA,NA
"11028@F10","GHR-11028@F10","T05C1.1","WBGene00020248",NA,"T05C1.1, CELE_T05C1.1",NA,NA,NA
"11028@F11","GHR-11028@F11","R03C1.3","WBGene00000584","cog-1","R03C1.3, cog-1, CELE_R03C1.3",NA,NA,NA
"11028@F12","GHR-11028@F12","T13C2.2","WBGene00020478",NA,"T13C2.2, CELE_T13C2.2",NA,NA,NA
"11028@G01","GHR-11028@G01","W04H10.4","WBGene00021032","clec-118","W04H10.4, clec-118, CELE_W04H10.4",NA,NA,NA
"11028@G02","GHR-11028@G02","F49E12.7","WBGene00009900",NA,"F49E12.7, CELE_F49E12.7",NA,NA,NA
"11028@G03","GHR-11028@G03","F08D12.7","WBGene00017250",NA,"F08D12.7, CELE_F08D12.7",NA,NA,NA
"11028@G04","GHR-11028@G04","F42G4.5","WBGene00009642",NA,"F42G4.5, CELE_F42G4.5",NA,NA,NA
"11028@G05","GHR-11028@G05","R52.8",NA,NA,NA,NA,NA,NA
"11028@G06","GHR-11028@G06","Y57A10B.7","WBGene00013279",NA,"Y57A10B.7, CELE_Y57A10B.7",NA,NA,NA
"11028@G07","GHR-11028@G07","ZC204.3","WBGene00022555","btb-12","ZC204.3, btb-12, CELE_ZC204.3",NA,NA,NA
"11028@G08","GHR-11028@G08","F58E1.2","WBGene00019034","fbxb-25","F58E1.2, fbxb-25, CELE_F58E1.2",NA,NA,NA
"11028@G09","GHR-11028@G09","F22E5.4","WBGene00005559","sri-47","F22E5.4, sri-47, CELE_F22E5.4",NA,NA,NA
"11028@G10","GHR-11028@G10","F49E12.9","WBGene00009902","drd-1","F49E12.9, drd-1, CELE_F49E12.9",NA,NA,NA
"11028@G11","GHR-11028@G11","F59H6.8","WBGene00019138","bath-21","F59H6.8, bath-21, CELE_F59H6.8",NA,NA,NA
"11028@H01","GHR-11028@H01","C16A11.7","WBGene00015820",NA,"C16A11.7, CELE_C16A11.7",NA,NA,NA
"11028@H02","GHR-11028@H02","C40A11.7","WBGene00016550",NA,"C40A11.7, CELE_C40A11.7",NA,NA,NA
"11028@H03","GHR-11028@H03","T05A7.2","WBGene00020220","clec-140","T05A7.2, clec-140, CELE_T05A7.2",NA,NA,NA
"11028@H04","GHR-11028@H04","C44B7.5","WBGene00016627",NA,"C44B7.5, CELE_C44B7.5",NA,NA,NA
"11028@H05","GHR-11028@H05","Y57A10C.9","WBGene00013287",NA,"Y57A10C.9, CELE_Y57A10C.9",NA,NA,NA
"11028@H06","GHR-11028@H06","W07G1.1","WBGene00012328",NA,"W07G1.1, CELE_W07G1.1",NA,NA,NA
"11028@H07","GHR-11028@H07","T13H5.5","WBGene00011759","mrps-18B","T13H5.5, mrps-18B, CELE_T13H5.5",NA,NA,NA
"11028@H08","GHR-11028@H08","F45C12.2","WBGene00018433","ceh-82","F45C12.2, ceh-82, CELE_F45C12.2",NA,NA,NA
"11028@H09","GHR-11028@H09","F09E5.13","WBGene00000094","agt-2","F09E5.13, agt-2, cAGT-2, F09E5.b, CELE_F09E5.13",NA,NA,NA
"11028@H10","GHR-11028@H10","B0228.7","WBGene00015064",NA,"B0228.7, CELE_B0228.7",NA,NA,NA
"11028@H11","GHR-11028@H11","M01D1.7","WBGene00019702","fbxb-39","M01D1.7, fbxb-39, CELE_M01D1.7",NA,NA,NA
"11029@A01","GHR-11029@A01","F14D2.4","WBGene00017452","bath-29","F14D2.4, bath-29, F14D2.l, F14D2.n, CELE_F14D2.4",NA,NA,NA
"11029@A02","GHR-11029@A02","F46F5.4","WBGene00018495",NA,"F46F5.4, CELE_F46F5.4",NA,NA,NA
"11029@A03","GHR-11029@A03","C33B4.2","WBGene00007891",NA,"C33B4.2, CELE_C33B4.2",NA,NA,NA
"11029@A04","GHR-11029@A04","F45C12.13","WBGene00018444","fbxb-48","F45C12.13, fbxb-48, CELE_F45C12.13",NA,NA,NA
"11029@A05","GHR-11029@A05","B0432.10","WBGene00015191",NA,"B0432.10, CELE_B0432.10",NA,NA,NA
"11029@A06","GHR-11029@A06","ZC204.9","WBGene00022559","fbxb-20","ZC204.9, fbxb-20, CELE_ZC204.9",NA,NA,NA
"11029@A07","GHR-11029@A07","Y38F1A.8","WBGene00012610",NA,"Y38F1A.8, CELE_Y38F1A.8",NA,NA,NA
"11029@A09","GHR-11029@A09","F40H7.2","WBGene00005999","srx-108","F40H7.2, srx-108, CELE_F40H7.2",NA,NA,NA
"11029@A10","GHR-11029@A10","F58E1.14","WBGene00019045","fbxb-47","F58E1.14, fbxb-47, CELE_F58E1.14",NA,NA,NA
"11029@A11","GHR-11029@A11","Y57A10C.7","WBGene00013285","dct-12","Y57A10C.7, dct-12, CELE_Y57A10C.7",NA,NA,NA
"11029@A12","GHR-11029@A12","AH6.2","WBGene00007080","sfxn-1.1","AH6.2, sfxn-1.1, CELE_AH6.2",NA,NA,NA
"11029@B01","GHR-11029@B01","F54H5.3","WBGene00018840",NA,"F54H5.3, CELE_F54H5.3",NA,NA,NA
"11029@B02","GHR-11029@B02","T08E11.2","WBGene00020358","math-39","T08E11.2, math-39, CELE_T08E11.2",NA,NA,NA
"11029@B03","GHR-11029@B03","F13H8.6","WBGene00017439",NA,"F13H8.6, CELE_F13H8.6",NA,NA,NA
"11029@B04","GHR-11029@B04","F59H6.9","WBGene00019139","bath-1","F59H6.9, bath-1, CELE_F59H6.9",NA,NA,NA
"11029@B05","GHR-11029@B05","F23F1.3","WBGene00017744","fbxc-54","F23F1.3, fbxc-54, CELE_F23F1.3",NA,NA,NA
"11029@B06","GHR-11029@B06","K02E7.10","WBGene00019314",NA,"K02E7.10, CELE_K02E7.10",NA,NA,NA
"11029@B07","GHR-11029@B07","C29F5.2","WBGene00016211","sdz-3","C29F5.2, sdz-3, CELE_C29F5.2",NA,NA,NA
"11029@B08","GHR-11029@B08","W01C9.4","WBGene00012177","decr-1.2","W01C9.4, decr-1.2, CELE_W01C9.4",NA,NA,NA
"11029@B09","GHR-11029@B09","ZC239.9","WBGene00005560","sri-48","ZC239.9, sri-48, CELE_ZC239.9",NA,NA,NA
"11029@B10","GHR-11029@B10","W10G11.16","WBGene00021146","lgc-45","W10G11.16, lgc-45, CELE_W10G11.16",NA,NA,NA
"11029@B11","GHR-11029@B11","R10H1.2","WBGene00019999","srab-14","R10H1.2, srab-14, CELE_R10H1.2",NA,NA,NA
"11029@B12","GHR-11029@B12","C46E10.1","WBGene00016707",NA,"C46E10.1, CELE_C46E10.1",NA,NA,NA
"11029@C01","GHR-11029@C01","Y53F4B.2","WBGene00001247","elo-9","Y53F4B.2, elo-9, CELE_Y53F4B.2",NA,NA,NA
"11029@C02","GHR-11029@C02","T22C8.6","WBGene00011927",NA,"T22C8.6, CELE_T22C8.6",NA,NA,NA
"11029@C03","GHR-11029@C03","C09H10.8","WBGene00007502","glb-4","C09H10.8, glb-4, CELE_C09H10.8",NA,NA,NA
"11029@C04","GHR-11029@C04","F59H6.11","WBGene00019141","bath-5","F59H6.11, bath-5, CELE_F59H6.11",NA,NA,NA
"11029@C05","GHR-11029@C05","F52C6.8","WBGene00018665","bath-4","F52C6.8, bath-4, F52C6.f, CELE_F52C6.8",NA,NA,NA
"11029@C06","GHR-11029@C06","K09F6.7","WBGene00019590",NA,"K09F6.7, CELE_K09F6.7",NA,NA,NA
"11029@C07","GHR-11029@C07","F32A5.5","WBGene00000169","aqp-1","F32A5.5, aqp-1, dod-4, CELE_F32A5.5",NA,NA,NA
"11029@C08","GHR-11029@C08","Y39F10A.3","WBGene00021454",NA,"Y39F10A.3, CELE_Y39F10A.3",NA,NA,NA
"11029@C09","GHR-11029@C09","C47D12.3","WBGene00008137","sfxn-1.4","C47D12.3, sfxn-1.4, CELE_C47D12.3",NA,NA,NA
"11029@C10","GHR-11029@C10","F59E12.12","WBGene00000252","bli-2","F59E12.12, bli-2, CELE_F59E12.12",NA,"Bli","Bli"
"11029@C11","GHR-11029@C11","C09G5.4","WBGene00000616","col-39","C09G5.4, col-39, CELE_C09G5.4",NA,NA,NA
"11029@C12","GHR-11029@C12","Y9C2UA.1","WBGene00012421",NA,"Y9C2UA.1, CELE_Y9C2UA.1",NA,NA,NA
"11029@D01","GHR-11029@D01","F44F4.3","WBGene00009702",NA,"F44F4.3, CELE_F44F4.3",NA,NA,NA
"11029@D02","GHR-11029@D02","R07G3.6","WBGene00003888","osm-8","R07G3.6, osm-8, CELE_R07G3.6",NA,NA,NA
"11029@D03","GHR-11029@D03","C33C12.6","WBGene00016338","srb-14","C33C12.6, srb-14, CELE_C33C12.6",NA,NA,NA
"11029@D04","GHR-11029@D04","K07E8.5","WBGene00019496","frpr-14","K07E8.5, frpr-14, CELE_K07E8.5",NA,NA,NA
"11029@D05","GHR-11029@D05","F28A10.5","WBGene00017873",NA,"F28A10.5, CELE_F28A10.5",NA,NA,NA
"11029@D06","GHR-11029@D06","F45D11.13","WBGene00018458","fbxb-30","F45D11.13, fbxb-30, CELE_F45D11.13",NA,NA,NA
"11029@D07","GHR-11029@D07","F58E1.9","WBGene00019040","fbxb-19","F58E1.9, fbxb-19, CELE_F58E1.9",NA,NA,NA
"11029@D08","GHR-11029@D08","F19B10.8","WBGene00005989","srx-98","F19B10.8, srx-98, CELE_F19B10.8",NA,NA,NA
"11029@D09","GHR-11029@D09","Y48C3A.3","WBGene00012987",NA,"Y48C3A.3, CELE_Y48C3A.3",NA,NA,NA
"11029@D10","GHR-11029@D10","R03D7.7","WBGene00003783","nos-1","R03D7.7, nos-1, CELE_R03D7.7",NA,NA,NA
"11029@D11","GHR-11029@D11","T21B4.7","WBGene00005290","srh-69","T21B4.7, srh-69, CELE_T21B4.7",NA,NA,NA
"11029@D12","GHR-11029@D12","C08F1.3","WBGene00015607","fbxb-13","C08F1.3, fbxb-13, CELE_C08F1.3",NA,NA,NA
"11029@E01","GHR-11029@E01","B0495.9","WBGene00015208",NA,"B0495.9, CELE_B0495.9",NA,NA,NA
"11029@E02","GHR-11029@E02","T13B5.5","WBGene00020472","lips-11","T13B5.5, lips-11, CELE_T13B5.5",NA,NA,NA
"11029@E03","GHR-11029@E03","F45C12.4","WBGene00018435","btb-9","F45C12.4, btb-9, CELE_F45C12.4",NA,NA,NA
"11029@E04","GHR-11029@E04","E04F6.3","WBGene00017123","maoc-1","E04F6.3, maoc-1, CELE_E04F6.3",NA,NA,NA
"11029@E05","GHR-11029@E05","T02G5.13","WBGene00020169","mmaa-1","T02G5.13, mmaa-1, CELE_T02G5.13",NA,NA,NA
"11029@E06","GHR-11029@E06","C01F1.5","WBGene00015300",NA,"C01F1.5, CELE_C01F1.5",NA,NA,NA
"11029@E07","GHR-11029@E07","E02H1.1","WBGene00008455",NA,"E02H1.1, CELE_E02H1.1",NA,NA,NA
"11029@E08","GHR-11029@E08","Y51H7BR.1","WBGene00021773","fbxb-42","Y51H7BR.1, fbxb-42, CELE_Y51H7BR.1",NA,NA,NA
"11029@E09","GHR-11029@E09","F23F1.5","WBGene00017746",NA,"F23F1.5, CELE_F23F1.5",NA,NA,NA
"11029@E10","GHR-11029@E10","F08D12.11","WBGene00017254","fbxb-111","F08D12.11, fbxb-111, CELE_F08D12.11",NA,NA,NA
"11029@E11","GHR-11029@E11","F15A4.9","WBGene00008843","arrd-9","F15A4.9, arrd-9, CELE_F15A4.9",NA,NA,NA
"11029@E12","GHR-11029@E12","F53C3.2","WBGene00018746","fbxb-103","F53C3.2, fbxb-103, CELE_F53C3.2",NA,NA,NA
"11029@F01","GHR-11029@F01","F45C12.12","WBGene00018443","btb-7","F45C12.12, btb-7, CELE_F45C12.12",NA,NA,NA
"11029@F02","GHR-11029@F02","K01C8.7","WBGene00010459",NA,"K01C8.7, CELE_K01C8.7",NA,NA,NA
"11029@F03","GHR-11029@F03","K02E7.9","WBGene00019313","btb-10","K02E7.9, btb-10, CELE_K02E7.9",NA,NA,NA
"11029@F04","GHR-11029@F04","H41C03.2","WBGene00019269",NA,"H41C03.2, CELE_H41C03.2",NA,NA,NA
"11029@F05","GHR-11029@F05","M02G9.3","WBGene00010832",NA,"M02G9.3, CELE_M02G9.3",NA,NA,NA
"11029@F06","GHR-11029@F06","C18A3.2","WBGene00015940",NA,"C18A3.2, CELE_C18A3.2",NA,NA,NA
"11029@F07","GHR-11029@F07","EEED8.11","WBGene00017139","clec-141","EEED8.11, clec-141, CELE_EEED8.11",NA,NA,NA
"11029@F08","GHR-11029@F08","Y54G9A.4","WBGene00013207",NA,"Y54G9A.4, CELE_Y54G9A.4",NA,NA,NA
"11029@F09","GHR-11029@F09","F58E1.3","WBGene00019035","fbxb-26","F58E1.3, fbxb-26, CELE_F58E1.3",NA,NA,NA
"11029@F10","GHR-11029@F10","B0286.5","WBGene00001438","fkh-6","B0286.5, fkh-6, CELE_B0286.5",NA,NA,NA
"11029@F11","GHR-11029@F11","Y81G3A.5","WBGene00000661","col-86","Y81G3A.5, col-86, CELE_Y81G3A.5",NA,NA,NA
"11029@F12","GHR-11029@F12","AH6.8","WBGene00005030","sra-4","AH6.8, sra-4, CELE_AH6.8",NA,NA,NA
"11029@G01","GHR-11029@G01","F44F4.10","WBGene00009705",NA,"F44F4.10, CELE_F44F4.10",NA,NA,NA
"11029@G02","GHR-11029@G02","Y49F6B.1","WBGene00021714","cyh-1","Y49F6B.1, cyh-1, Y49F6B_108.i, CELE_Y49F6B.1",NA,NA,NA
"11029@G03","GHR-11029@G03","M01D1.3","WBGene00019700","btb-11","M01D1.3, btb-11, CELE_M01D1.3",NA,NA,NA
"11029@G04","GHR-11029@G04","Y17G7B.19","WBGene00012470",NA,"Y17G7B.19, CELE_Y17G7B.19",NA,NA,NA
"11029@G05","GHR-11029@G05","F57C2.2","WBGene00010194","btb-19","F57C2.2, btb-19, CELE_F57C2.2",NA,NA,NA
"11029@G06","GHR-11029@G06","T08E11.4","WBGene00020360","math-41","T08E11.4, math-41, CELE_T08E11.4",NA,NA,NA
"11029@G07","GHR-11029@G07","F54H5.4","WBGene00003480","klf-3","F54H5.4, klf-3, mua-1, CELE_F54H5.4",NA,NA,NA
"11029@G08","GHR-11029@G08","T05C12.1","WBGene00011466",NA,"T05C12.1, CELE_T05C12.1",NA,NA,NA
"11029@G09","GHR-11029@G09","C09G5.5","WBGene00000656","col-80","C09G5.5, col-80, CELE_C09G5.5",NA,NA,NA
"11029@G10","GHR-11029@G10","F13H8.9","WBGene00017442",NA,"F13H8.9, CELE_F13H8.9",NA,NA,NA
"11029@G11","GHR-11029@G11","H20J04.3","WBGene00019218","madf-3","H20J04.3, madf-3, CELE_H20J04.3",NA,NA,NA
"11029@H01","GHR-11029@H01","F49C5.2","WBGene00006011","srx-120","F49C5.2, srx-120, CELE_F49C5.2",NA,NA,NA
"11029@H02","GHR-11029@H02","F45C12.11","WBGene00018442","sdz-18","F45C12.11, sdz-18, bath-32, CELE_F45C12.11",NA,NA,NA
"11029@H03","GHR-11029@H03","F52C6.10","WBGene00018667","bath-7","F52C6.10, bath-7, F52C6.d, CELE_F52C6.10",NA,NA,NA
"11029@H04","GHR-11029@H04","F58A6.5","WBGene00019024",NA,"F58A6.5, CELE_F58A6.5",NA,NA,NA
"11029@H05","GHR-11029@H05","F19H8.2","WBGene00008963",NA,"F19H8.2, CELE_F19H8.2",NA,NA,NA
"11029@H06","GHR-11029@H06","T22C8.1","WBGene00011922",NA,"T22C8.1, CELE_T22C8.1",NA,NA,NA
"11029@H07","GHR-11029@H07","T22C8.3","WBGene00011924",NA,"T22C8.3, CELE_T22C8.3",NA,NA,NA
"11029@H08","GHR-11029@H08","F40H3.4","WBGene00001440","fkh-8","F40H3.4, fkh-8, CELE_F40H3.4",NA,NA,NA
"11029@H09","GHR-11029@H09","ZC239.8","WBGene00005563","sri-51","ZC239.8, sri-51, CELE_ZC239.8",NA,NA,NA
"11029@H10","GHR-11029@H10","F54C9.11","WBGene00010045",NA,"F54C9.11, CELE_F54C9.11",NA,NA,NA
"11029@H11","GHR-11029@H11","T21B4.2","WBGene00000660","col-85","T21B4.2, col-85, CELE_T21B4.2",NA,NA,NA
"11030@A01","GHR-11030@A01","C16C8.6","WBGene00015844",NA,"Suppressed, C16C8.6",NA,NA,NA
"11030@A02","GHR-11030@A02","F49C5.4","WBGene00009867",NA,"F49C5.4, CELE_F49C5.4",NA,NA,NA
"11030@A03","GHR-11030@A03","K05F1.1","WBGene00019405",NA,"K05F1.1, CELE_K05F1.1",NA,NA,NA
"11030@A04","GHR-11030@A04","C32B5.5","WBGene00016298","fbxc-14","C32B5.5, fbxc-14, CELE_C32B5.5",NA,NA,NA
"11030@A05","GHR-11030@A05","K10B4.5","WBGene00005081","srd-3","K10B4.5, srd-3, CELE_K10B4.5",NA,NA,NA
"11030@A07","GHR-11030@A07","Y17G7B.14","WBGene00012467","arrd-8","Y17G7B.14, arrd-8, CELE_Y17G7B.14",NA,NA,NA
"11030@A08","GHR-11030@A08","Y46G5A.19","WBGene00012909","spds-1","Y46G5A.19, spds-1, CELE_Y46G5A.19",NA,NA,NA
"11030@A09","GHR-11030@A09","ZK1290.5","WBGene00022887",NA,"ZK1290.5, CELE_ZK1290.5",NA,NA,NA
"11030@A10","GHR-11030@A10","T19D12.5","WBGene00020580",NA,"T19D12.5, CELE_T19D12.5",NA,NA,NA
"11030@A11","GHR-11030@A11","ZK938.4","WBGene00014161","arrd-5","ZK938.4, arrd-5, CELE_ZK938.4",NA,NA,NA
"11030@A12","GHR-11030@A12","F35C11.2","WBGene00009401",NA,"F35C11.2, CELE_F35C11.2",NA,NA,NA
"11030@B01","GHR-11030@B01","Y53C12C.1","WBGene00013147","eyg-1","Y53C12C.1, eyg-1, CELE_Y53C12C.1",NA,NA,NA
"11030@B02","GHR-11030@B02","B0334.6","WBGene00007146",NA,"B0334.6, CELE_B0334.6",NA,NA,NA
"11030@B03","GHR-11030@B03","F01D5.7","WBGene00008497",NA,"F01D5.7, CELE_F01D5.7",NA,NA,NA
"11030@B04","GHR-11030@B04","ZK546.15","WBGene00006619","try-1","ZK546.15, try-1, CELE_ZK546.15",NA,NA,NA
"11030@B05","GHR-11030@B05","C01F1.4","WBGene00015299",NA,"C01F1.4, CELE_C01F1.4",NA,NA,NA
"11030@B06","GHR-11030@B06","C49D10.2","WBGene00016772","nhr-166","C49D10.2, nhr-166, CELE_C49D10.2",NA,NA,NA
"11030@B07","GHR-11030@B07","ZC204.15","WBGene00005844","srw-97","ZC204.15, srw-97, CELE_ZC204.15",NA,NA,NA
"11030@B08","GHR-11030@B08","F42G2.5","WBGene00018354",NA,"F42G2.5, CELE_F42G2.5",NA,NA,NA
"11030@B09","GHR-11030@B09","C31C9.3","WBGene00007837","fbxa-167","C31C9.3, fbxa-167, CELE_C31C9.3",NA,NA,NA
"11030@B10","GHR-11030@B10","W07G1.5","WBGene00012332",NA,"W07G1.5, CELE_W07G1.5",NA,NA,NA
"11030@B11","GHR-11030@B11","T05H10.8","WBGene00011512",NA,"T05H10.8, CELE_T05H10.8",NA,NA,NA
"11030@B12","GHR-11030@B12","K09F6.8","WBGene00019591","fbxc-25","K09F6.8, fbxc-25, CELE_K09F6.8",NA,NA,NA
"11030@C01","GHR-11030@C01","T05C12.8","WBGene00011471",NA,"T05C12.8, CELE_T05C12.8",NA,NA,NA
"11030@C02","GHR-11030@C02","R52.7","WBGene00005408","srh-195","R52.7, srh-195, CELE_R52.7",NA,NA,NA
"11030@C03","GHR-11030@C03","T21B4.5","WBGene00005289","srh-68","T21B4.5, srh-68, CELE_T21B4.5",NA,NA,NA
"11030@C04","GHR-11030@C04","B0334.7","WBGene00005267","srh-44","B0334.7, srh-44, CELE_B0334.7",NA,NA,NA
"11030@C05","GHR-11030@C05","C06A8.8","WBGene00015517",NA,"C06A8.8, CELE_C06A8.8",NA,NA,NA
"11030@C06","GHR-11030@C06","C06A8.6","WBGene00015516",NA,"C06A8.6, CELE_C06A8.6",NA,NA,NA
"11030@C07","GHR-11030@C07","K08A2.2","WBGene00019512",NA,"K08A2.2, CELE_K08A2.2",NA,NA,NA
"11030@C08","GHR-11030@C08","Y46G5A.18","WBGene00012908",NA,"Y46G5A.18, CELE_Y46G5A.18",NA,NA,NA
"11030@C09","GHR-11030@C09","F22B5.5","WBGene00009043",NA,"F22B5.5, CELE_F22B5.5",NA,NA,NA
"11030@C10","GHR-11030@C10","C50E10.8","WBGene00016831","sre-56","C50E10.8, sre-56, CELE_C50E10.8",NA,NA,NA
"11030@C11","GHR-11030@C11","C09G5.7","WBGene00007489",NA,"C09G5.7, CELE_C09G5.7",NA,NA,NA
"11030@C12","GHR-11030@C12","K12H6.12","WBGene00019691",NA,"K12H6.12, CELE_K12H6.12",NA,NA,NA
"11030@D01","GHR-11030@D01","W10G11.11","WBGene00021141","clec-134","W10G11.11, clec-134, CELE_W10G11.11",NA,NA,NA
"11030@D02","GHR-11030@D02","K02F6.2",NA,NA,NA,NA,NA,NA
"11030@D03","GHR-11030@D03","Y57A10A.28","WBGene00013268",NA,"Y57A10A.28, CELE_Y57A10A.28",NA,NA,NA
"11030@D04","GHR-11030@D04","Y38F1A.4","WBGene00012607",NA,"Y38F1A.4, CELE_Y38F1A.4",NA,NA,NA
